,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,Question-Context BLEU,Answer-Context BLEU,Question-Context ROUGE,Answer-Context ROUGE,Question-Context ROUGE-L F1,Answer-Context ROUGE-L F1
960,"Wanneer een pasgeboren baby binnen drie dagen na de geboorte door een infectie ziek wordt, noemen wij dit vroege vorm van een infectie bij een pasgeboren baby. Deze infectie kan mild verlopen maar ook ernstig. Een bacterie die voor deze vroege infecties bij pasgeboren baby’s kan zorgen, is de groep B- streptokokken. GBS komt voor bij één op de vijf zwangere vrouwen, zonder dat zij hiervan klachten hebben. Deze vrouwen, ook wel draagster genoemd, dragen deze bacteriën dan bij zich in de vagina (schede). Dat kan meestal geen kwaad, maar een klein aantal baby’s wordt ziek. Naast GBS kunnen ook andere bacteriën leiden tot deze vroege vorm van een infectie bij baby's..",Kan de aanwezigheid van GBS bij zwangere vrouwen altijd kwaad?,"Nee, meestal kan de aanwezigheid van GBS bij zwangere vrouwen geen kwaad. Maar een klein aantal baby's kan hier wel ziek van worden.",0.01639344262295082,0.07692307692307693,1.2512936870172949e-159,0.0032385895180034037,"[{'rouge-1': {'r': 0.06578947368421052, 'p': 0.5, 'f': 0.11627906771227693}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.06578947368421052, 'p': 0.5, 'f': 0.11627906771227693}}]","[{'rouge-1': {'r': 0.18421052631578946, 'p': 0.6666666666666666, 'f': 0.28865979042193646}, 'rouge-2': {'r': 0.0196078431372549, 'p': 0.09090909090909091, 'f': 0.03225806159729475}, 'rouge-l': {'r': 0.18421052631578946, 'p': 0.6666666666666666, 'f': 0.28865979042193646}}]",0.11627906771227693,0.28865979042193646
966,"Wij spreken van langdurig gebroken vliezen wanneer de vliezen langer dan 24 uur gebroken zijn. Dit is een reden om in het ziekenhuis te bevallen. Voor, tijdens en na de bevalling houden wij uw conditie en die van uw baby in de gaten. Binnen 24 tot 48 uur na het breken van de vliezen wordt u opgenomen op de afdeling geboorte. Daar wordt gestart met het inleiden van de bevalling. Meer informatie vindt u in de folders “Inleiding van de baring” en “Bevalling en kraambed”. Bij controle of bij opname in het ziekenhuis kunt u het volgende verwachten: 
- De indaling van de baby wordt uitwendig bepaald, soms volgt een echo; 
- Er wordt een CTG (cardiotocogram) gemaakt om de conditie van de baby en de weeën activiteit te beoordelen; 
- Vaak wordt het vruchtwaterverlies beoordeeld door onderzoek. Hierbij letten we op geur en kleur van het vruchtwater; 
- Er wordt een vaginakweek afgenomen en zo nodig wordt de urine onderzocht; 
- We meten uw temperatuur en polsslag; 
- Een inwendig onderzoek wordt in principe niet verricht, om de kans op infectie te beperken.",Hoe lang duurt het gemiddeld voordat de bevalling wordt ingeleid na het breken van de vliezen?,"Als de vliezen langer dan 24 uur gebroken zijn, wordt de bevalling binnen 24 tot 48 uur ingeleid.",0.010526315789473684,0.07608695652173914,4.690904277049018e-06,4.6847690904720446e-05,"[{'rouge-1': {'r': 0.06422018348623854, 'p': 0.5, 'f': 0.11382113619406439}, 'rouge-2': {'r': 0.029585798816568046, 'p': 0.3333333333333333, 'f': 0.054347824589437654}, 'rouge-l': {'r': 0.06422018348623854, 'p': 0.5, 'f': 0.11382113619406439}}]","[{'rouge-1': {'r': 0.10091743119266056, 'p': 0.7333333333333333, 'f': 0.17741935271201875}, 'rouge-2': {'r': 0.0650887573964497, 'p': 0.6470588235294118, 'f': 0.11827956823158747}, 'rouge-l': {'r': 0.08256880733944955, 'p': 0.6, 'f': 0.14516128819588972}}]",0.11382113619406439,0.14516128819588972
971,"- Leg uw baby regelmatig huid-op-huid; 
- Probeer de tepel te rollen en de borst goed te vormen; 
- Voorkolven met de hand om melk op de lipjes van de baby te druppelen.",Hoe kan ik mijn baby het beste voeden?,Het wordt aanbevolen om uw baby regelmatig huid-op-huid te leggen en de tepel te rollen en de borst goed te vormen voor het voeden.,0.0,0.3157894736842105,5.236779049258791e-233,0.3101094671499981,"[{'rouge-1': {'r': 0.041666666666666664, 'p': 0.125, 'f': 0.062499996250000224}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.041666666666666664, 'p': 0.125, 'f': 0.062499996250000224}}]","[{'rouge-1': {'r': 0.4583333333333333, 'p': 0.55, 'f': 0.4999999950413224}, 'rouge-2': {'r': 0.3125, 'p': 0.45454545454545453, 'f': 0.3703703655418381}, 'rouge-l': {'r': 0.4166666666666667, 'p': 0.5, 'f': 0.4545454495867769}}]",0.062499996250000224,0.4545454495867769
972,"- Leg uw baby regelmatig huid-op-huid; 
- Probeer de tepel te rollen en de borst goed te vormen; 
- Voorkolven met de hand om melk op de lipjes van de baby te druppelen.",Hoe kan ik mijn baby helpen om te voeden?,"Probeer de tepel te rollen en de borst goed te vormen, en voorkolven met de hand om melk op de lipjes van de baby te druppelen.",0.0,0.7333333333333333,1.0014355036895482e-232,0.6211797067511003,"[{'rouge-1': {'r': 0.125, 'p': 0.3333333333333333, 'f': 0.18181817785123974}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.125, 'p': 0.3333333333333333, 'f': 0.18181817785123974}}]","[{'rouge-1': {'r': 0.7083333333333334, 'p': 0.8947368421052632, 'f': 0.7906976694862088}, 'rouge-2': {'r': 0.65625, 'p': 0.84, 'f': 0.7368421003385659}, 'rouge-l': {'r': 0.7083333333333334, 'p': 0.8947368421052632, 'f': 0.7906976694862088}}]",0.18181817785123974,0.7906976694862088
973,"- Leg uw baby regelmatig huid-op-huid; 
- Probeer de tepel te rollen en de borst goed te vormen; 
- Voorkolven met de hand om melk op de lipjes van de baby te druppelen.",Wat moet ik doen als mijn baby moeite heeft met voeden?,"Als uw baby moeite heeft met voeden, kunt u proberen om de tepel te rollen en de borst goed te vormen, en voorkolven met de hand om melk op de lipjes van de baby te druppelen.",0.0,0.5,1.5753662865272211e-232,0.574662442041868,"[{'rouge-1': {'r': 0.08333333333333333, 'p': 0.18181818181818182, 'f': 0.11428570997551038}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.08333333333333333, 'p': 0.18181818181818182, 'f': 0.11428570997551038}}]","[{'rouge-1': {'r': 0.7083333333333334, 'p': 0.6538461538461539, 'f': 0.6799999950080001}, 'rouge-2': {'r': 0.65625, 'p': 0.6, 'f': 0.6268656666518155}, 'rouge-l': {'r': 0.7083333333333334, 'p': 0.6538461538461539, 'f': 0.6799999950080001}}]",0.11428570997551038,0.6799999950080001
974,"- Leg uw baby regelmatig huid-op-huid; 
- Probeer de tepel te rollen en de borst goed te vormen; 
- Voorkolven met de hand om melk op de lipjes van de baby te druppelen.",Is huid-op-huid contact belangrijk voor voeding?,"Ja, het wordt aanbevolen om uw baby regelmatig huid-op-huid te leggen voor het voeden.",0.0,0.1111111111111111,1.7783359869785101e-233,0.05045143956833845,"[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]","[{'rouge-1': {'r': 0.20833333333333334, 'p': 0.38461538461538464, 'f': 0.27027026571219875}, 'rouge-2': {'r': 0.0625, 'p': 0.15384615384615385, 'f': 0.0888888847802471}, 'rouge-l': {'r': 0.16666666666666666, 'p': 0.3076923076923077, 'f': 0.21621621165814472}}]",0.0,0.21621621165814472
975,"- Leg uw baby regelmatig huid-op-huid; 
- Probeer de tepel te rollen en de borst goed te vormen; 
- Voorkolven met de hand om melk op de lipjes van de baby te druppelen.",Hoe kan ik mijn baby helpen om meer melk binnen te krijgen?,"U kunt voorkolven met de hand om melk op de lipjes van de baby te druppelen, zodat uw baby meer melk binnenkrijgt tijdens het voeden.",0.0,0.22727272727272727,2.3129717210997064e-232,0.3459211269264877,"[{'rouge-1': {'r': 0.16666666666666666, 'p': 0.3333333333333333, 'f': 0.22222221777777784}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.16666666666666666, 'p': 0.3333333333333333, 'f': 0.22222221777777784}}]","[{'rouge-1': {'r': 0.4583333333333333, 'p': 0.5238095238095238, 'f': 0.4888888839111111}, 'rouge-2': {'r': 0.375, 'p': 0.5, 'f': 0.4285714236734694}, 'rouge-l': {'r': 0.4166666666666667, 'p': 0.47619047619047616, 'f': 0.44444443946666673}}]",0.22222221777777784,0.44444443946666673
976,Als uw baby onrustig is of veel huilt kunt u als ouder gespannen of onzeker worden. Uw baby kan dit merken en hierop reageren. Met de videobeelden kunt u terugzien op welke signalen hij of zij wel positief reageert. Hierdoor kunt u prettige momenten van contact herkennen en dit gebruiken om uw kind meer rust en ontspanning te geven.,Wat kan er gebeuren als een baby onrustig is of veel huilt?,"Als een baby onrustig is of veel huilt, kunnen ouders gespannen of onzeker worden. De baby kan dit merken en hierop reageren.",0.06666666666666667,0.22580645161290322,0.008736099997552198,0.13306697320596303,"[{'rouge-1': {'r': 0.14583333333333334, 'p': 0.5833333333333334, 'f': 0.23333333013333338}, 'rouge-2': {'r': 0.07142857142857142, 'p': 0.36363636363636365, 'f': 0.1194029823301404}, 'rouge-l': {'r': 0.125, 'p': 0.5, 'f': 0.19999999680000002}}]","[{'rouge-1': {'r': 0.3125, 'p': 0.75, 'f': 0.44117646643598624}, 'rouge-2': {'r': 0.23214285714285715, 'p': 0.6190476190476191, 'f': 0.33766233369539556}, 'rouge-l': {'r': 0.3125, 'p': 0.75, 'f': 0.44117646643598624}}]",0.19999999680000002,0.44117646643598624
977,Als uw baby onrustig is of veel huilt kunt u als ouder gespannen of onzeker worden. Uw baby kan dit merken en hierop reageren. Met de videobeelden kunt u terugzien op welke signalen hij of zij wel positief reageert. Hierdoor kunt u prettige momenten van contact herkennen en dit gebruiken om uw kind meer rust en ontspanning te geven.,Hoe kunnen videobeelden helpen bij het herkennen van prettige momenten van contact?,Met behulp van videobeelden kunnen ouders terugzien op welke signalen de baby wel positief reageert. Hierdoor kunnen ze prettige momenten van contact herkennen en gebruiken om hun kind meer rust en ontspanning te geven.,0.0625,0.37142857142857144,0.004571754619340709,0.24094408685813348,"[{'rouge-1': {'r': 0.10416666666666667, 'p': 0.45454545454545453, 'f': 0.16949152239011783}, 'rouge-2': {'r': 0.03571428571428571, 'p': 0.18181818181818182, 'f': 0.05970148979282704}, 'rouge-l': {'r': 0.08333333333333333, 'p': 0.36363636363636365, 'f': 0.1355932173053721}}]","[{'rouge-1': {'r': 0.5416666666666666, 'p': 0.8387096774193549, 'f': 0.6582278433327993}, 'rouge-2': {'r': 0.32142857142857145, 'p': 0.5454545454545454, 'f': 0.4044943773563945}, 'rouge-l': {'r': 0.5208333333333334, 'p': 0.8064516129032258, 'f': 0.6329113876365968}}]",0.1355932173053721,0.6329113876365968
978,Als uw baby onrustig is of veel huilt kunt u als ouder gespannen of onzeker worden. Uw baby kan dit merken en hierop reageren. Met de videobeelden kunt u terugzien op welke signalen hij of zij wel positief reageert. Hierdoor kunt u prettige momenten van contact herkennen en dit gebruiken om uw kind meer rust en ontspanning te geven.,Wat is het doel van het bekijken van videobeelden van de baby?,Het doel van het bekijken van videobeelden van de baby is om prettige momenten van contact te herkennen en deze te gebruiken om het kind meer rust en ontspanning te geven.,0.0,0.24242424242424243,3.06479615858077e-233,0.1290127430493522,"[{'rouge-1': {'r': 0.08333333333333333, 'p': 0.4444444444444444, 'f': 0.1403508745337027}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0625, 'p': 0.3333333333333333, 'f': 0.10526315523545714}}]","[{'rouge-1': {'r': 0.375, 'p': 0.782608695652174, 'f': 0.5070422491410436}, 'rouge-2': {'r': 0.19642857142857142, 'p': 0.36666666666666664, 'f': 0.2558139489453759}, 'rouge-l': {'r': 0.3541666666666667, 'p': 0.7391304347826086, 'f': 0.47887323505653645}}]",0.10526315523545714,0.47887323505653645
979,Als uw baby onrustig is of veel huilt kunt u als ouder gespannen of onzeker worden. Uw baby kan dit merken en hierop reageren. Met de videobeelden kunt u terugzien op welke signalen hij of zij wel positief reageert. Hierdoor kunt u prettige momenten van contact herkennen en dit gebruiken om uw kind meer rust en ontspanning te geven.,Wat is een mogelijke reactie van een baby op gespannen of onzekere ouders?,Een baby kan merken wanneer ouders gespannen of onzeker zijn en hierop reageren door zelf onrustig te worden.,0.0,0.08823529411764706,1.9193823402106575e-156,4.8782484014908976e-79,"[{'rouge-1': {'r': 0.125, 'p': 0.5, 'f': 0.19999999680000002}, 'rouge-2': {'r': 0.017857142857142856, 'p': 0.08333333333333333, 'f': 0.029411761799308246}, 'rouge-l': {'r': 0.125, 'p': 0.5, 'f': 0.19999999680000002}}]","[{'rouge-1': {'r': 0.25, 'p': 0.6666666666666666, 'f': 0.3636363596694215}, 'rouge-2': {'r': 0.08928571428571429, 'p': 0.29411764705882354, 'f': 0.13698629779696012}, 'rouge-l': {'r': 0.22916666666666666, 'p': 0.6111111111111112, 'f': 0.3333333293663912}}]",0.19999999680000002,0.3333333293663912
980,Als uw baby onrustig is of veel huilt kunt u als ouder gespannen of onzeker worden. Uw baby kan dit merken en hierop reageren. Met de videobeelden kunt u terugzien op welke signalen hij of zij wel positief reageert. Hierdoor kunt u prettige momenten van contact herkennen en dit gebruiken om uw kind meer rust en ontspanning te geven.,Op welke manier kunnen ouders gebruik maken van de videobeelden?,Ouders kunnen gebruik maken van de videobeelden door prettige momenten van contact te herkennen en deze te gebruiken om hun kind meer rust en ontspanning te geven.,0.0,0.24242424242424243,5.765149613902534e-157,0.11140056238070802,"[{'rouge-1': {'r': 0.0625, 'p': 0.3, 'f': 0.1034482730083235}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.041666666666666664, 'p': 0.2, 'f': 0.06896551438763389}}]","[{'rouge-1': {'r': 0.3333333333333333, 'p': 0.6956521739130435, 'f': 0.45070422097202945}, 'rouge-2': {'r': 0.21428571428571427, 'p': 0.46153846153846156, 'f': 0.2926829224985128}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.6956521739130435, 'f': 0.45070422097202945}}]",0.06896551438763389,0.45070422097202945
981,Een laagliggende placenta is de meest voorkomende oorzaak van bloedverlies in de tweede helft van de zwangerschap. Dit bloedverlies is meestal pijnloos. Soms heeft u voor of na het bloedverlies last van harde buiken. De bloeding wordt meestal veroorzaakt doordat de placenta een stukje van de baarmoederwand loskomt. Dit kan gebeuren omdat tijdens de zwangerschap het onderste deel van de baarmoeder meer uitrekt. Dit komt doordat uw baby in het bekken daalt of de baarmoederhals tijdens de bevalling open gaat. Ook seksueel contact kan bloedverlies veroorzaken. Het bloeden verschilt van een paar druppels tot grote stolsels. Het loslaten van de placenta is voor u en uw baby erg gevaarlijk. Neem bij bloedverlies daarom altijd direct contact op met uw (klinisch) verloskundige of gynaecoloog. Het bloedverlies ontstaat vaak ’s nachts of vroeg in de morgen.,Wat zijn de symptomen van een laagliggende placenta?,"De symptomen van een laagliggende placenta zijn bloedverlies in de tweede helft van de zwangerschap, vaak pijnloos, met soms harde buiken voor of na het bloedverlies.",0.0136986301369863,0.07692307692307693,1.786084877210786e-161,0.007250062131282124,"[{'rouge-1': {'r': 0.046511627906976744, 'p': 0.5, 'f': 0.0851063814214577}, 'rouge-2': {'r': 0.008064516129032258, 'p': 0.14285714285714285, 'f': 0.015267174560923092}, 'rouge-l': {'r': 0.03488372093023256, 'p': 0.375, 'f': 0.06382978567677686}}]","[{'rouge-1': {'r': 0.20930232558139536, 'p': 0.782608695652174, 'f': 0.3302752260281121}, 'rouge-2': {'r': 0.10483870967741936, 'p': 0.52, 'f': 0.17449664150263505}, 'rouge-l': {'r': 0.1744186046511628, 'p': 0.6521739130434783, 'f': 0.2752293544684791}}]",0.06382978567677686,0.2752293544684791
982,Een laagliggende placenta is de meest voorkomende oorzaak van bloedverlies in de tweede helft van de zwangerschap. Dit bloedverlies is meestal pijnloos. Soms heeft u voor of na het bloedverlies last van harde buiken. De bloeding wordt meestal veroorzaakt doordat de placenta een stukje van de baarmoederwand loskomt. Dit kan gebeuren omdat tijdens de zwangerschap het onderste deel van de baarmoeder meer uitrekt. Dit komt doordat uw baby in het bekken daalt of de baarmoederhals tijdens de bevalling open gaat. Ook seksueel contact kan bloedverlies veroorzaken. Het bloeden verschilt van een paar druppels tot grote stolsels. Het loslaten van de placenta is voor u en uw baby erg gevaarlijk. Neem bij bloedverlies daarom altijd direct contact op met uw (klinisch) verloskundige of gynaecoloog. Het bloedverlies ontstaat vaak ’s nachts of vroeg in de morgen.,Wat kan de oorzaak zijn van bloedverlies tijdens de zwangerschap?,De meest voorkomende oorzaak van bloedverlies in de tweede helft van de zwangerschap is een laagliggende placenta.,0.0273972602739726,0.0958904109589041,1.8794888521115984e-83,0.0005237446984647276,"[{'rouge-1': {'r': 0.06976744186046512, 'p': 0.6666666666666666, 'f': 0.12631578775844876}, 'rouge-2': {'r': 0.016129032258064516, 'p': 0.2222222222222222, 'f': 0.030075186708123747}, 'rouge-l': {'r': 0.06976744186046512, 'p': 0.6666666666666666, 'f': 0.12631578775844876}}]","[{'rouge-1': {'r': 0.1744186046511628, 'p': 1.0, 'f': 0.29702970044113325}, 'rouge-2': {'r': 0.0967741935483871, 'p': 0.75, 'f': 0.17142856940408163}, 'rouge-l': {'r': 0.1511627906976744, 'p': 0.8666666666666667, 'f': 0.25742574004509367}}]",0.12631578775844876,0.25742574004509367
983,Een laagliggende placenta is de meest voorkomende oorzaak van bloedverlies in de tweede helft van de zwangerschap. Dit bloedverlies is meestal pijnloos. Soms heeft u voor of na het bloedverlies last van harde buiken. De bloeding wordt meestal veroorzaakt doordat de placenta een stukje van de baarmoederwand loskomt. Dit kan gebeuren omdat tijdens de zwangerschap het onderste deel van de baarmoeder meer uitrekt. Dit komt doordat uw baby in het bekken daalt of de baarmoederhals tijdens de bevalling open gaat. Ook seksueel contact kan bloedverlies veroorzaken. Het bloeden verschilt van een paar druppels tot grote stolsels. Het loslaten van de placenta is voor u en uw baby erg gevaarlijk. Neem bij bloedverlies daarom altijd direct contact op met uw (klinisch) verloskundige of gynaecoloog. Het bloedverlies ontstaat vaak ’s nachts of vroeg in de morgen.,Wanneer kan seksueel contact bloedverlies veroorzaken tijdens de zwangerschap?,"Seksueel contact kan bloedverlies veroorzaken wanneer de placenta een stukje van de baarmoederwand loskomt, wat kan gebeuren tijdens het uitrekken van het onderste deel van de baarmoeder tijdens de zwangerschap.",0.05405405405405406,0.14285714285714285,5.695431436693081e-84,0.013941090595999588,"[{'rouge-1': {'r': 0.08139534883720931, 'p': 0.7777777777777778, 'f': 0.14736841933739614}, 'rouge-2': {'r': 0.024193548387096774, 'p': 0.375, 'f': 0.04545454431588616}, 'rouge-l': {'r': 0.08139534883720931, 'p': 0.7777777777777778, 'f': 0.14736841933739614}}]","[{'rouge-1': {'r': 0.19767441860465115, 'p': 0.7727272727272727, 'f': 0.31481481157064467}, 'rouge-2': {'r': 0.12903225806451613, 'p': 0.5714285714285714, 'f': 0.21052631278393355}, 'rouge-l': {'r': 0.19767441860465115, 'p': 0.7727272727272727, 'f': 0.31481481157064467}}]",0.14736841933739614,0.31481481157064467
