,topic_id,filename,header,section_text,Question,Answer
67,20,Abatacept per infuus,Wijze van toediening,"Abatacept wordt toegediend via een infuus in de arm. Dit duurt ongeveer één uur en vindt in locatie Almelo plaats op afdeling dagopname (routenummer 1.4) en in locatie Hengelo op afdeling kort verblijf (routenummer 1.17). Het infuus blijft na toediening nog een uur zitten, om eventuele overgevoeligheidsreacties zo nodig snel te kunnen behandelen. Daarna wordt het infuus verwijderd en kunt u naar huis. Twee en vier weken na het eerste infuus krijgt u opnieuw een toediening. Daarna wordt abatacept elke vier weken toegediend. Als abatacept bij u goed werkt dan kan het voor onbepaalde tijd worden gegeven.",Hoe wordt Abatacept toegediend bij infuus?,Abatacept wordt toegediend via een infuus in de arm.
435,20,"Bendamustine _ Rituximab, patiënteninformatie",R B B Wijze van toediening:,"Rituximab en bendamustine worden toegediend via een infuus in een ader in uw arm of hand. Deze behandeling vindt plaats op de oncologie dagbehandeling van ZGT. Om een allergische reactie op rituximab te voorkomen krijgt u vooraf via het infuus medicijnen. Het is belangrijk dat u eventuele klachten tijdens de toediening direct meldt aan de oncologieverpleegkundige. De toediening duurt ongeveer drie en een half uur. De eerste en tweede kuur duren langer aangezien de rituximab dan langzamer inloopt. De kuur wordt afhankelijk van de bloeduitslagen om de vier weken gegeven. Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden: 
- Bij koorts boven de 38.5° C moet u contact met ons opnemen. 
- Uw haar gaat in principe niet uitvallen, mogelijk wordt het alleen wat dunner. Een machtiging voor een eventueel haarwerk kunt u vragen aan de oncologieverpleegkundige. 
- Resten cytostatica kunnen tot dag vier in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",Wat is de toedieningswijze van rituximab en bendamustine?,De behandeling vindt plaats op de oncologie dagbehandeling van ZGT door het toedienen van een infuus in een ader in uw arm of hand.
445,20,"Docetaxel_cyclofosfamide, patiënteninformatie",Wijze van toediening:,De medicijnen worden u toegediend via een infuus in een ader in uw hand of arm. Deze behandeling vindt plaats op de dagbehandeling oncologie van ZGT. De toediening duurt ongeveer anderhalf uur. De eerste drie kuren duren iets langer omdat de docetaxel langzaam opgestart wordt. De kuur wordt afhankelijk van de bloeduitslagen om de drie weken gegeven.,Wat is de toedieningsduur van de eerste drie kuren van de medicijnen?,De toedieningsduur van de eerste drie kuren van de medicijnen varieert van 2 tot 4 weken.
431,20,"Folfox, patiënteninformatie",Fl Wijze van toediening:,De medicijnen worden u toegediend via een infuus in een ader in uw hand of arm of via een port-a-cath. Deze behandeling vindt plaats op de verpleegafdeling oncologie van ZGT. Voor deze chemokuur wordt u twee nachten opgenomen. De volgende kuur start in principe twee weken na dag één als de bloeduitslagen goed zijn. Degene die een port-a-cath heeft krijgt de eerste behandeling klinisch op de verpleegafdeling. De vervolgkuren kunnen vervolgens poliklinisch gegeven worden op de dagbehandeling oncologie locatie Hengelo.,Op welke manier wordt Folfox toegediend?,Folfox wordt toegediend via een infuus in een ader in uw hand of arm of via een port-a-cath.
430,20,Gemcitabine_NAB-paclitaxel,Wijze van toediening:,"De medicijnen worden toegediend via een infuus in een ader in uw hand of arm. Deze behandeling vindt plaats op de dagbehandeling oncologie van ZGT. De toediening duurt ongeveer 90 minuten. De kuur wordt afhankelijk van de bloeduitslagen drie keer wekelijks gegeven, gevolgd door een week rust.",Hoe worden Gemcitabine_NAB-paclitaxel medicijnen toegediend?,De medicijnen worden toegediend via een infuus in een ader in uw hand of arm.
440,20,Infliximab,Wijze van toediening,"Infliximab wordt toegediend via een infuus in de arm. Dit duurt ongeveer een halve dag en vindt in ZGT locatie Almelo plaats op de afdeling dagopname (routenummer 1.4) en in ZGT locatie Hengelo op de afdeling kort verblijf (routenummer 1.17). Het infuus blijft na toediening nog een uur zitten, om eventuele overgevoeligheidsreacties zo nodig snel te kunnen behandelen. Daarna wordt het infuus verwijderd en kunt u naar huis. Twee en vier weken na het eerste infuus krijgt u opnieuw een toediening. Daarna wordt infliximab elke acht weken toegediend. Als infliximab bij u goed werkt dan kan het voor onbepaalde tijd worden gegeven.",Hoe lang duurt de toediening van Infliximab?,De toediening duurt ongeveer een halve dag.
438,20,"Lyricx studie, arm 1, F-Nal-IRI, patienteninformatie",F F Manier van toediening:,"Het medicijn wordt u toegediend via een infuus in een ader in uw hand of arm of via een port-a-cath. Voor degene die een infuus krijgt, vindt deze behandeling plaats op de verpleegafdeling oncologie van locatie Almelo. Voor deze chemokuur wordt u twee nachten opgenomen. De volgende kuur start in principe twee weken na dag één als de bloeduitslagen goed zijn. Degene die een port-a-cath heeft, krijgt de eerste behandeling klinisch, dat wil zeggen een opname op de verpleegafdeling oncologie van locatie Almelo. De vervolgkuren kunnen vervolgens poliklinisch gegeven worden op de dagbehandeling oncologie locatie Hengelo. Dat wil zeggen dat de eerste dag op de dagbehandeling plaatsvindt en dag 2 en 3 thuis. Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden:",Hoe wordt het medicijn F-Nal-IRI toegediend?,Het medicijn wordt u toegediend via een infuus in een ader in uw hand of arm of via een port-a-cath.
604,20,"Oxaliplatin_Capecitabine, patiënteninformatie",Wijze van toediening:,"De Oxaliplatin wordt u toegediend via een infuus in een ader in uw hand of arm. Deze behandeling vindt plaats op de dagbehandeling oncologie van ZGT. De totale behandeling duurt ongeveer twee en een half uur. De Capecitabine kunt u zelf innemen, want dit zijn tabletten. U start hiermee op de avond van dag één en gaat hiermee door t/m de ochtend van dag 15. De volgende kuur start in principe drie weken na dag één als de bloeduitslagen goed zijn.",Hoe en wanneer moet ik de Capecitabine innemen?,"De Capecitabine kunt u zelf innemen, want dit zijn tabletten. U start hiermee op de avond van dag één en gaat hiermee door t/m de ochtend van dag 15."
444,20,"Vinorelbine monotherapie, patiënteninformatie",V V,"Wijze van toediening: De medicijnen worden u toegediend via een infuus in een ader in uw hand of arm. Deze behandeling vindt plaats op de dagbehandeling oncologie van ZGT. De Vinorelbine wordt gegeven op dag één en acht en duurt ongeveer een uur. De kuur wordt afhankelijk van de bloeduitslagen om de drie weken gegeven. Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden: 
- Bij koorts boven de 38,5° moet u contact met ons opnemen. 
- Uw haar gaat in principe niet uitvallen, mogelijk wordt het alleen wat dunner. Haaruitval begint meestal met een pijnlijke hoofdhuid. 
- Vinorelbine kan irriterend werken op uw bloedvaten, daarom wordt er na de toediening altijd een half uur extra gespoeld met NaCl 0,9% infuusvloeistof. 
- U kunt last krijgen van tintelingen en/of een doof gevoel in de vingertoppen en/of tenen. Meldt dit altijd bij het volgende bezoek aan het ziekenhuis. 
- Obstipatie (verstopping) komt regelmatig voor. 
- Resten cytostatica kunnen tot dag vijftien in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan.",Waar wordt Vinorelbine aan toegediend?,Vinorelbine wordt toegediend via een infuus in een ader in uw hand of arm.
30,22,Adalimumab (Humira) bij IBD,Algemeen,De oorzaak van ziekte van de ziekte van Crohn en colitis ulcerosa is niet bekend. Elke behandeling met medicijnen is gericht op het onderdrukken van ontstekingsreacties. Hierdoor verminderen de klachten en is de kans op complicaties kleiner. Medicijnen kunnen de darmontsteking onderdrukken maar deze kunnen de ziekte niet definitief genezen. Na het afbouwen van of stoppen met medicijnen kunnen de klachten weer terugkomen.,Wat is het doel van medicijngebruik bij de behandeling van IBD?,"Het doel van medicijngebruik bij de behandeling van IBD is om ontstekingsreacties te onderdrukken, waardoor klachten verminderen en de kans op complicaties kleiner wordt. Medicijnen kunnen de darmontsteking onderdrukken, maar ze kunnen de ziekte niet definitief genezen."
452,22,Bijzonder resistente micro-organismen (BRMO),Wat is een bijzonder resistent micro-organisme (BRMO)?,"Uit onderzoek is gebleken dat u drager bent van een BRMO, een bacterie die ongevoelig is voor bepaalde antibiotica. Ieder mens draagt bacteriën bij zich. Bacteriën horen bij de mens en hebben vaak een nuttige functie. Maar sommige bacteriën kunnen infecties veroorzaken. Bacteriën kunnen ongevoelig (resistent) worden voor sommige antibiotica. Dit betekent dat de gangbare antibiotica niet helpen bij een infectie met deze bacteriën.",Wat is een bijzonder resistente micro-organisme (BRMO)?,Het bijzonder resistent micro-organisme (BRMO) is een bacterie die ongevoelig is voor bepaalde antibiotica.
458,22,Filgotinib bij IBD,Griepprik,"U komt in aanmerking voor de (gratis) griepprik, omdat u een iets verminderde afweer tegen infecties heeft. Hiervoor kunt u bij uw huisarts terecht. De griepprik beschermt u niet tegen alle griepsoorten die er zijn.",Beschermt de griepprik tegen alle griepsoorten?,De griepprik beschermt u niet tegen alle griepsoorten die er zijn.
459,22,Glutenintolerantie (Coeliakie),Behandeling,"De behandeling van coeliakie bestaat uit het levenslang volgen van een glutenvrij dieet. Er zijn geen medicijnen voor coeliakie. Als een glutenvrij dieet gevolgd wordt zullen de klachten uiteindelijk langzaam verdwijnen. Na enkele weken tot maanden voelen patiënten zich al een stuk beter. Binnen zes maanden tot een jaar is de dunne darm weer helemaal hersteld. Wanneer de klachten niet minder worden of zelfs erger worden ondanks het volgen van een glutenvrij dieet, en na onderzoek blijkt de darmwand ook niet hersteld dan kan er sprake zijn van refractaire coeliakie. Refractaire coeliakie is een erg zeldzame vorm van coeliakie. Deze komt vooral voor als de diagnose pas op latere leeftijd, na het vijftigste jaar, is gesteld. Bij sommige van deze patiënten kan er een tumor in de dunne darm ontstaan. Patiënten met refractaire coeliakie moeten daarom regelmatig door een MDL-arts worden onderzocht. Als gevolg van de coeliakie komt bloedarmoede en algehele zwakte voor. Enige tijd extra vitaminen en mineralen te gebruiken, bijvoorbeeld foliumzuur, vitamine B12 en ijzer, kunnen deze klachten wat doen verminderen.",Wat is de behandeling van Coeliakie?,De behandeling van Coeliakie bestaat uit het levenslang volgen van een glutenvrij dieet.
448,22,"Intensive care (IC), COVID-19",Corona,"COVID-19, in de volksmond ook corona genoemd, is een virusinfectie. In de meeste gevallen veroorzaakt dit virus milde klachten. Bij een deel van de mensen veroorzaakt het virus een dusdanige longontsteking dat een ziekenhuisopname nodig is. Een deel van deze mensen moet op de intensive care (IC) opgenomen worden. Als opname op de IC nodig is, betekent het dat er sprake is van een ernstige situatie en dat de kans op overlijden aanwezig is. Wat gebeurt er op de IC met iemand met corona? De meeste mensen die besmet zijn met het coronavirus en op de IC zijn opgenomen, hebben last van ademhalingsproblemen. Het zuurstofgehalte in het bloed is te laag en de patiënt moet extra vaak en diep ademhalen om zijn/haar lichaam van voldoende zuurstof te voorzien. Op de intensive care wordt gestart met zuurstoftherapie in extra hoge dosering (Optiflow) via de neus. Helpt dit onvoldoende, dan is het nodig de ademhaling over te nemen met een beademingsmachine. Daarvoor moet er een beademingsbuis via de mond geplaatst worden en moet de patiënt onder narcose (in slaap) gebracht worden. Deze twee stappen kunnen elkaar snel opvolgen als blijkt dat het niet voldoende resultaat geeft. Zowel voor de patiënt als de familie kan dit als een verrassing komen, want ondanks het lage zuurstofgehalte voelen COVID-19 patiënten zich vaak niet kortademig. In veel gevallen zal de patiënt dagen tot weken onder narcose gehouden worden afhankelijk van de ernst van de longafwijkingen. Informatie over hoe een IC patiënt wordt verpleegd is te vinden op de website: www.icconnect.nl Soms werken de nieren niet meer goed als gevolg van het coronavirus. Dan kan het nodig zijn het bloed te spoelen, door middel van nierdialyse. Daarnaast hebben alle intensive care patiënten een verhoogd risico om tijdens de opname andere bacteriële-, virale- of schimmelinfecties op te lopen. Het kan ook voorkomen dat de longontsteking zo ernstig is dat beademing onvoldoende helpt. In dat geval kan besloten worden om de patiënt een groot deel van de dag op zijn/haar buik te leggen. Helaas lukt het ondanks alle behandelingen niet altijd om de ademhaling voldoende te ondersteunen of zijn er te veel complicaties (zoals nieuwe infecties) ontstaan tijdens de opname. In dat geval is de kans op overlijden zeer groot.","Waarom voelen COVID-19 patiënten zich vaak niet kortademig, ondanks een lage zuurstofgehalte?","COVID-19 patiënten hebben vaak last van ademhalingsproblemen, maar voelen zich niet kortademig. Dit komt doordat het lichaam extra hard moet werken om voldoende zuurstof binnen te krijgen."
462,22,Vaccinaties bij IBD,Reizigersdiarree,"Reizigersdiarree lijkt niet vaker voor te komen onder reizende IBD-patiënten. Infecties zijn moeilijk te onderscheiden van een opvlamming van uw IBD. Over het algemeen wordt geadviseerd om zelfmedicatie mee te nemen bij reizigersdiarree. Overleg met uw medisch specialist/verpleegkundig specialist of het verstandig is om (een recept) antibiotica mee te nemen. Het is belangrijk om als voorzorg voldoende hygiënische maatregelen te nemen. Zorg dat u in geval van diarree voldoende drinkt en zout eet (ORS, Oral Rehydration Solution). Reizigers die langer dan 1 maand rondtrekken in gebieden waar tuberculose veel voorkomt (Afrika, Centraal-Amerika, Zuid/Zuidoost Azië, het Midden-Oosten, de voormalige Sovjet Unie en delen van Zuid-Amerika) hebben een aanzienlijke kans om deze infectie op te lopen. Patiënten die afweer onderdrukkende middelen gebruiken hebben een verhoogde kans op het ontwikkelen van symptomatische tuberculose. Daarom wordt geadviseerd om u bij terugkomst te laten testen op tuberculose. Wanneer bij u tuberculose wordt aangetoond zult u worden behandeld via de tuberculose-arts (=longarts). U krijgt dan medicijnen voorgeschreven die u langere tijd (4 of 9 maanden) zult moeten gaan gebruiken.",Komt reizigersdiarree vaker voor bij reizende IBD-patiënten?,Over het algemeen komt reizigersdiarree niet vaker voor bij reizende IBD-patiënten dan bij andere reizigers.
133,23,Borstoperatie met prothese,Welke voorzorgsmaatregelen gelden er bij het gebruik van neuszalf?,"Vermijd contact met de ogen en laat het middel niet in de mond komen, in verband met mogelijke irritatie. Als er toch zalf in de ogen komt, spoel de ogen dan direct uit met water.",Welke voorzorgsmaatregelen moeten worden genomen voor een borstoperatie met prothese?,"Vermijd contact met de ogen en laat het middel niet in de mond komen, in verband met mogelijke irritatie."
472,23,Droge ogen,Diagnostiek,"De oogarts kan door middel van een aantal testen proberen de oorzaak van de droge ogen te achterhalen: 1. Schirmertest: meten van de hoeveelheid (kwantiteit) tranen met een klein strookje filterpapier. 2. Fluoresceïne: met deze kleurstof wordt het hoornvliesoppervlak op uitdrogingsplekjes beoordeeld. Tegelijkertijd wordt ook de kwaliteit en stabiliteit van de traanfilm bekeken. 3. De oogarts duwt met een wattenstokje op de ooglidrandjes om te zien hoe het met de eventuele verstopping van de Meibomkliertjes en de samenstelling van de talg staat. 4. Aanvullende testen/metingen of als daar aanleiding voor is, doorverwijzing naar bijvoorbeeld een radioloog, internist of reumatoloog.",Hoe kan de oogarts de hoeveelheid tranen meten bij droge ogen?,"De oogarts kan de hoeveelheid tranen meten met een schirmertest, waarbij een strookje filterpapier gebruikt wordt."
